,INGRESO_BRUTO,EDAD,NRO_PAS_PBK,EMP_REP_TC_SF,EMP_REP_PP_SF,MAX_LINEA_TCSF,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TIPO_FLUJO_TC,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO,TARGET_XF
5968,1.03126597549153,-1.1414329394962641,-0.25525416013212854,-0.5062429864268062,0,-0.4064323597722826,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.298685783,1.568100358,0.151655987,1.181443826154866,1.1814438133534766,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5971,-0.31414542998515715,0.6807156253159409,1.5856976062884378,-1.2870254385696882,0,-0.5716101737905558,1.0,-0.8966342124982472,0.5,-1.100734363525385,0,0.0,2.120014373,0.544085029,0.7419778470990843,0.7419778350368424,-1.0993661520371172,0.0,-0.20274489638876494,1,2,-1.6935959553550264,1,0,0,0,1,1,0,0,0,0,0,0.0,0,1
5972,-0.40663601727706333,1.500682479481433,3.4266493727090044,0.2745394657160757,1,0.4194567103190834,2.0,0.2745394657160757,1.0,1.137290632171733,2,4.77326969,2.943516309,0.262287913,-0.21019844085510955,-0.21019845146235322,-1.0993661520371172,0.0,-0.20274489638876494,1,0,-2.578487291356024,0,0,1,0,0,1,1,0,0,0,0,0.0,1,1
5973,-0.7435905732104018,0.6807156253159409,-0.25525416013212854,0.2745394657160757,0,-0.07607673173573619,2.666666667,0.7950611007382576,1.0,1.137290632171733,2,3.911342894,1.043024772,0.23242553,-0.13695411101247926,-0.13695412159642562,-1.0993661520371172,0.0,-0.20274489638876494,1,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5975,4.391871924157296,-0.04814380060894107,-0.25525416013212854,-0.5062429864268062,0,0.8324012453647663,1.0,-0.8966342124982472,0.5,0.018278134323173975,1,1.032179721,1.700060716,0.3684274420000001,-1.0891303989666732,-1.0891304080956212,-1.0993661520371172,0.0,-0.20274489638876494,1,1,-2.578487291356024,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5976,0.19885068986437457,1.865112192443874,-0.25525416013212854,0.2745394657160757,0,-0.2577723271558367,2.0,0.2745394657160757,1.0,1.137290632171733,2,0.8888888890000001,0.771929825,0.514001307,0.7419778470990843,0.7419778350368424,-1.0993661520371172,0.0,-0.20274489638876494,1,0,2.5096378906497123,0,0,0,0,0,0,1,1,0,0,0,0.0,1,1
5978,-0.7552808333142115,-1.3236477959774846,-0.25525416013212854,-0.5062429864268062,1,-0.5055390481832465,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.533333333,1.0,0.127738574,-1.1623747288093034,-1.162374737522083,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,-2.1360416233555255,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5980,-0.33064932660230023,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,2,-0.06781784103482254,1.166666667,-0.376112577476065,1.0,0.018278134323173975,1,2.230347349,2.120658135,0.543354589,0.5222448575711934,0.5222448458785255,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,-1.472373121354777,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5981,-0.3615941327594436,1.500682479481433,-0.25525416013212854,1.0553219178589575,0,-0.03478227823116789,3.0,-0.5062429864268062,0.333333333,2.2563031300202923,1,2.457466919,2.117202268,0.323031438,-1.0158860691240428,-1.0158860782296937,-1.0993661520371172,0.0,-0.20274489638876494,0,0,1.4035237206484654,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5982,-0.7446220667489732,1.3184676230002126,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.045068583,0.404034237,-1.0158860691240428,-1.0158860782296937,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-1.2511502873545277,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
5983,-0.6823886232551628,-0.777003226533823,-0.25525416013212854,0.2745394657160757,0,-0.274290108557664,1.5,-0.376112577476065,0.833333333,1.137290632171733,1,2.102803738,0.876168224,0.026206371,0.15602320835804193,0.156023197427819,-0.310380331962157,0.333333333,2.2930556700546667,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5985,-0.7552808333142115,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,0,-0.5220568295850738,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.4,0.8666666670000001,0.394730061,0.22926753820067222,0.2292675268542808,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5986,-0.6902967403842105,-0.5036809418119923,-0.25525416013212854,-1.2870254385696882,1,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.006512729,0.105023054,0.00953454867278134,0.009534537695963791,0.08411257807532314,0.5,-0.20274489638876494,1,1,-2.1360416233555255,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5987,-0.7054253122832583,1.5917899077220434,-0.25525416013212854,-0.5062429864268062,0,-0.19996009224944108,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,2.73556231,2.1884498480000003,0.200467334,-0.42993143038300047,-0.42993144062067024,-1.0993661520371172,0.0,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5988,-0.5806145941161136,-1.1414329394962641,-0.25525416013212854,-0.5062429864268062,0,-0.4477268132768509,1.0,-0.6363733953775473,0.833333333,0.018278134323173975,1,0.747011952,0.996015936,0.304359263,0.9617108366269752,0.9617108241951595,1.2675913081877634,1.0,-0.20274489638876494,0,0,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5989,1.6560072286863015,0.1340710558722794,-0.25525416013212854,-0.5062429864268062,1,0.2542788963008102,1.833333333,0.14440905676533444,1.0,0.018278134323173975,1,1.174674028,3.79419711,0.47621834,0.668733517256454,0.6687335051709147,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-0.36625895135353,1,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5990,-0.02429574564658125,0.40739334059411014,-0.25525416013212854,-0.5062429864268062,0,-0.4064323597722826,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.55157198,1.158301158,0.204386963,-0.21019844085510955,-0.21019845146235322,1.2675913081877634,1.0,-1.4506451796104807,1,1,2.0671922226492137,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5992,-0.7435905732104018,0.7718230535565511,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.043024772,0.244374939,-0.06370978116984896,-0.063709791730498,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,2.5096378906497123,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
5995,3.3755069574848995,0.5896081970753306,-0.25525416013212854,-1.2870254385696882,1,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,2.589906763,0.09000883,-1.0158860691240428,-1.0158860782296937,-1.0993661520371172,0.0,-0.20274489638876494,0,2,1.4035237206484654,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5996,0.11289289498342085,-1.1414329394962641,-0.25525416013212854,0.2745394657160757,0,-0.2861829111669797,2.0,0.2745394657160757,1.0,1.137290632171733,2,0.85863354,3.155279503,0.207449084,0.8884665067843449,0.8884664943292316,-1.0993661520371172,0.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
5997,0.7465737588458116,-0.777003226533823,1.5856976062884378,0.2745394657160757,0,0.006512175273400408,2.0,-0.11585176035536529,0.75,1.137290632171733,1,1.192910702,1.192910702,0.352992851,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,1,0,0,0,1,1,0,0,0,0.0,1,1
5999,-0.7312126507475445,-1.4147552242180947,-0.25525416013212854,0.2745394657160757,1,-0.2825489992585777,2.0,0.2745394657160757,1.0,1.137290632171733,2,2.229299363,0.8280254779999999,0.128650785,-0.8693974094387822,-0.8693974189373044,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6000,-0.17145549048277398,-0.9592180830150435,-0.25525416013212854,0.2745394657160757,0,-0.31558456206223234,1.166666667,-0.376112577476065,1.0,1.137290632171733,2,0.969355847,0.8442776740000001,0.465679196,0.15602320835804193,0.156023197427819,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6001,-0.3897882894803964,-0.5036809418119923,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,2.10690597,0.35139232,-0.21019844085510955,-0.21019845146235322,-1.0993661520371172,0.0,-0.20274489638876494,1,0,-0.5874817853537794,0,0,0,0,0,0,1,0,0,0,1,0.0,1,1
6005,-0.7463412226465923,-1.0503255112556538,-0.25525416013212854,0.2745394657160757,1,-0.4477268132768509,1.666666667,-0.11585176035536529,0.916666667,1.137290632171733,2,0.982961992,0.851900393,0.42201139,-0.7229087497535216,-0.722908759205449,-1.0993661520371172,0.0,2.2930556700546667,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6006,4.538687837813965,1.3184676230002126,-0.25525416013212854,1.0553219178589575,0,0.089101082282537,3.0,0.014278648595375922,0.5555555560000001,2.2563031300202923,1,0.473456827,1.6985263659999998,0.270891192,-0.8693974094387822,-0.8693974189373044,-1.0993661520371172,0.0,-0.20274489638876494,0,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1
6009,0.2762127052572329,0.40739334059411014,-0.25525416013212854,-0.5062429864268062,0,-0.21647787365126842,1.0,-0.6363733953775473,0.833333333,0.018278134323173975,1,0.955555556,3.933333333,0.255751165,-0.21019844085510955,-0.21019845146235322,-1.0993661520371172,0.0,-0.20274489638876494,1,0,1.4035237206484654,0,0,0,1,0,0,0,0,0,0,0,0.0,1,1
6010,-0.42176458917611115,0.7718230535565511,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.8502024290000001,0.274335882,-0.06370978116984896,-0.063709791730498,-1.0993661520371172,0.0,1.6691055284438088,0,1,-0.36625895135353,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
6011,-0.6927035586408772,-0.5947883700526025,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.010701546,0.27629236,-0.576420090068261,-0.5764200999130596,-1.0993661520371172,0.0,-0.20274489638876494,1,0,-1.2511502873545277,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
6012,0.9879432468715296,1.136252766518992,-0.25525416013212854,1.8361043700018393,0,1.1957924362049674,4.0,-0.8966342124982472,0.125,3.3753156278688516,0,3.257229833,3.942161339,0.15170159,1.9871314544237995,1.9871314401208167,1.2675913081877634,1.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
6017,0.8755104511672421,-0.13925122884955132,-0.25525416013212854,1.0553219178589575,0,0.7250356662528888,3.0,0.5348002828367756,0.7777777779999999,2.2563031300202923,2,2.514816595,2.354637194,0.16983704,2.13362011410906,2.133620099852673,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
6023,-0.7257113518751634,1.2273601947596025,-0.25525416013212854,0.2745394657160757,0,-0.051300059632995214,1.166666667,-0.376112577476065,1.0,1.137290632171733,2,3.972257251,2.143757881,0.106148836,0.5954891874138237,0.5954891757444533,1.2675913081877634,1.0,-1.4506451796104807,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
6026,-0.7257113518751634,0.6807156253159409,-0.25525416013212854,-0.5062429864268062,0,-0.48902126678141916,1.0,-0.8966342124982472,0.5,0.018278134323173975,0,0.630517024,2.143757881,0.075964305,0.8152221769417146,0.8152221649027702,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0
6027,1.2344702025901046,0.7718230535565511,-0.25525416013212854,0.2745394657160757,0,0.791106791860198,2.0,-0.2459821693061065,0.666666667,1.137290632171733,0,2.264306299,2.360367778,0.456386312,2.2801087737943204,2.2801087591450617,1.2675913081877634,1.0,-1.4506451796104807,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
6030,0.07816594585151557,0.7718230535565511,-0.25525416013212854,0.2745394657160757,1,-0.274290108557664,2.0,-1.2870254385696882,0.0,1.137290632171733,0,0.917431193,2.752293578,0.431846285,1.9871314544237995,1.9871314401208167,1.2675913081877634,1.0,-1.4506451796104807,1,0,-2.1360416233555255,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0
6034,1.6560072286863015,0.49850076883472044,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.66803712,0.312903521,-0.7229087497535216,-0.722908759205449,0.4786054881128033,0.666666667,-0.20274489638876494,1,1,-0.5874817853537794,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
6038,-0.6937350521794486,-0.04814380060894107,-0.25525416013212854,2.6168868221447212,0,0.3699033661136014,5.0,-1.0267646214489883,0.066666667,4.49432812571741,0,6.789755807000001,2.144133413,0.260880401,1.181443826154866,1.1814438133534766,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
6046,-0.44033147287039714,0.1340710558722794,-0.25525416013212854,-0.5062429864268062,0,0.5185633987300473,1.0,-0.8966342124982472,0.5,0.018278134323173975,1,5.463576159,0.993377483,0.504132154,0.22926753820067222,0.2292675268542808,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6047,-0.7552808333142115,-0.23035865709016157,-0.25525416013212854,-0.5062429864268062,1,-0.49728015748233284,1.166666667,-0.376112577476065,1.0,0.018278134323173975,1,0.6,0.8666666670000001,0.378006797,0.15602320835804193,0.156023197427819,-1.0993661520371172,0.0,0.42120524522209296,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6048,1.6560072286863015,-0.8681106547744333,-2.096205926552695,1.0553219178589575,1,1.5757014084469958,3.333333333,0.2745394657160757,0.611111111,2.2563031300202923,2,3.0541524730000003,3.030658992,0.207286241,1.2546881559974965,1.2546881432194044,1.2675913081877634,1.0,-0.20274489638876494,1,2,2.5096378906497123,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1
6049,-0.7552808333142115,-0.04814380060894107,-0.25525416013212854,0.2745394657160757,0,-0.2412545457540094,1.5,-0.11585176035536529,1.0,1.137290632171733,2,2.666666667,1.0,0.357045431,0.5222448575711934,0.5222448458785255,1.2675913081877634,1.0,-0.20274489638876494,1,0,0.9610780526479665,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
6051,-0.7552808333142115,-0.8681106547744333,-0.25525416013212854,0.2745394657160757,0,-0.49728015748233284,1.666666667,-0.766503803547506,0.4166666670000001,1.137290632171733,1,0.6,1.0,0.228664086,-1.0158860691240428,-1.0158860782296937,0.4786054881128033,0.666666667,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
6053,0.11289289498342085,-0.23035865709016157,-0.25525416013212854,-0.5062429864268062,0,-0.3969841888104374,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.52531677,0.770186335,0.178475236,0.8884665067843449,0.8884664943292316,-1.0993661520371172,0.0,0.42120524522209296,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6056,-0.7552808333142115,1.2273601947596025,-0.25525416013212854,0.2745394657160757,1,-0.3832248769027152,2.0,0.014278648595375922,0.833333333,1.137290632171733,2,1.520666667,1.733333333,0.533943395,-0.42993143038300047,-0.42993144062067024,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6057,-0.4812473832337311,-1.3236477959774846,-0.25525416013212854,-0.5062429864268062,0,-0.4229501411741099,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.783630823,0.8271658690000001,0.407076617,-0.21019844085510955,-0.21019845146235322,-1.0993661520371172,0.0,2.2930556700546667,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6058,-0.33064932660230023,-0.04814380060894107,-0.25525416013212854,1.8361043700018393,0,-0.05955895033390887,4.0,1.8361043700018393,1.0,3.3753156278688516,4,2.26691042,0.84095064,0.237988412,0.668733517256454,0.6687335051709147,-0.7048732419996371,0.166666667,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1
6060,-0.503940241082303,0.04296362763166917,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.986104886,0.136327396,-0.576420090068261,-0.5764200999130596,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,2.0671922226492137,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
6061,-0.47299543492515955,1.045145338278382,1.5856976062884378,-0.5062429864268062,1,0.2638220445057159,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,4.358272296,2.111158983,0.305728551,1.108199496312236,1.1081994834875486,-1.0993661520371172,0.0,-0.20274489638876494,1,0,1.6247465546487148,0,0,1,0,0,1,0,1,0,0,0,0.0,1,1
6062,-0.7057691434627822,0.6807156253159409,-0.25525416013212854,-0.5062429864268062,2,-0.4477268132768509,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.912408759,1.277372263,0.340678377,0.15602320835804193,0.156023197427819,0.4786054881128033,0.666666667,-0.20274489638876494,0,1,-0.5874817853537794,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6063,-0.6937350521794486,-0.5036809418119923,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.012507445,0.120023225,0.8884665067843449,0.8884664943292316,1.2675913081877634,1.0,-0.20274489638876494,1,1,0.07618671664696883,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
6064,0.6867471336086678,-0.3214660853307718,-0.25525416013212854,1.8361043700018393,0,0.6672234313464932,4.0,1.8361043700018393,1.0,3.3753156278688516,4,2.634351949,1.861608711,0.22638166,0.5222448575711934,0.5222448458785255,-1.0993661520371172,0.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,1,0,0,0.0,1,1
6065,-0.23334510279706064,0.40739334059411014,1.5856976062884378,-1.2870254385696882,1,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,3.37972167,0.250037806,0.30251186804330255,0.3025118567202084,-1.0993661520371172,0.0,-0.20274489638876494,1,0,0.5186323846474676,1,0,1,0,0,1,0,0,0,0,0,0.0,1,1
6066,2.5049264109306004,-0.5036809418119923,-0.25525416013212854,1.8361043700018393,0,1.2910669993307073,4.0,0.2745394657160757,0.5,3.3753156278688516,2,2.053687853,3.797122564,0.6321558660000001,1.6941541350532783,1.6941541215360383,0.8730983981502833,0.833333333,-1.4506451796104807,0,0,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,1,0.0,1,1
6067,-0.13844769724848777,-1.4147552242180947,1.5856976062884378,0.2745394657160757,0,-0.4229501411741099,1.333333333,-0.5062429864268062,0.75,1.137290632171733,1,0.546448087,3.400121433,0.332027542,-0.7229087497535216,-0.722908759205449,-1.0993661520371172,0.0,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
6069,0.3879578386024727,-1.2325403677368743,-0.25525416013212854,0.2745394657160757,0,-0.4864428411045939,1.5,-0.2459821693061065,0.916666667,1.137290632171733,1,0.213724352,0.787564767,0.430250013,0.9617108366269752,0.9617108241951595,-1.0993661520371172,0.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
6070,-0.6194675174023047,1.045145338278382,-0.25525416013212854,-1.2870254385696882,3,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.055408971,0.30456334,0.668733517256454,0.6687335051709147,-0.7048732419996371,0.166666667,-0.20274489638876494,1,0,-2.1360416233555255,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6071,0.5388997264134274,-0.9592180830150435,-2.096205926552695,0.2745394657160757,0,-0.345140654213592,2.0,-0.376112577476065,0.583333333,1.137290632171733,1,0.520921353,1.57674772,0.524705694,-0.13695411101247926,-0.13695412159642562,-0.7048732419996371,0.166666667,-0.20274489638876494,0,2,0.29740955064721825,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1
6072,1.6560072286863015,0.1340710558722794,-0.25525416013212854,1.8361043700018393,1,1.1875335455040537,4.0,1.8361043700018393,1.0,3.3753156278688516,4,2.50205568,0.751791378,0.594928925,0.9617108366269752,0.9617108241951595,-0.7048732419996371,0.166666667,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6073,-0.6246249850951618,1.774004764203264,1.5856976062884378,-0.5062429864268062,0,-0.4881953777113278,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.537234043,4.361702128,0.302540403,1.2546881559974965,1.2546881432194044,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,1,1,0,0,0,0,0,0.0,1,1
6075,3.142733248947277,0.40739334059411014,-2.096205926552695,2.6168868221447212,0,0.6176700871410112,5.0,-0.5062429864268062,0.2,4.49432812571741,1,1.12175742,3.700241489,0.494059377,1.9871314544237995,1.9871314401208167,0.8730983981502833,0.833333333,-1.4506451796104807,1,2,0.29740955064721825,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1
6076,-0.13844769724848777,-0.777003226533823,-0.25525416013212854,-0.5062429864268062,0,-0.3899145783704553,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.6678809960000001,0.8500303579999999,0.365776317,0.30251186804330255,0.3025118567202084,-1.0993661520371172,0.0,-1.4506451796104807,1,2,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
6077,-0.7463412226465923,2.0473270489250948,-0.25525416013212854,1.0553219178589575,0,0.009309461553799855,3.833333333,0.7950611007382576,0.694444444,2.2563031300202923,2,4.609351245,2.1625163830000003,0.364291105,-1.2356190586519338,-1.2356190673880108,-0.7048732419996371,0.166666667,-0.20274489638876494,0,2,-0.36625895135353,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6079,-0.7456535602875447,-1.2325403677368743,-0.25525416013212854,-0.5062429864268062,0,-0.4064323597722826,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.308900524,0.85078534,0.40849387,-0.42993143038300047,-0.42993144062067024,-1.0993661520371172,0.0,2.2930556700546667,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6081,-0.6937350521794486,-0.13925122884955132,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.012507445,0.303839975,-0.7961530795961519,-0.7961530890713767,-1.0993661520371172,0.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1
6082,0.5220519986167604,1.865112192443874,-2.096205926552695,1.8361043700018393,0,-0.3182943041012021,3.0,0.9251915089082166,0.944444444,3.3753156278688516,4,0.588147651,3.144774688,0.252714831,-1.0158860691240428,-1.0158860782296937,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-0.1450361173532806,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1
6083,-0.7552808333142115,-0.8681106547744333,-0.25525416013212854,0.2745394657160757,0,-0.45598570397776456,2.0,0.2745394657160757,1.0,1.137290632171733,2,0.933333333,0.8666666670000001,0.182773321,0.30251186804330255,0.3025118567202084,-0.7048732419996371,0.166666667,0.42120524522209296,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6084,-0.7494357032623067,-0.13925122884955132,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.05471325,0.255444734,0.30251186804330255,0.3025118567202084,-1.0993661520371172,0.0,-0.20274489638876494,0,1,-0.1450361173532806,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1
6085,1.0212948712853396,1.409575051240823,-2.096205926552695,1.8361043700018393,0,2.1113730593082556,4.0,1.8361043700018393,1.0,3.3753156278688516,4,4.872656367,2.369881506,0.2592725,-1.2356190586519338,-1.2356190673880108,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-1.472373121354777,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1
6086,-0.6603834277656386,-1.3236477959774846,-0.25525416013212854,-0.5062429864268062,0,-0.4477268132768509,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.844594595,0.844594595,0.374933958,-0.2834427706977399,-0.283442780888815,-1.0993661520371172,0.0,2.2930556700546667,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6087,-0.44755192764039725,0.5896081970753306,-0.25525416013212854,1.0553219178589575,0,-0.2453839911044662,3.0,-1.2870254385696882,0.0,2.2563031300202923,0,1.6492693109999998,2.087682672,0.378039425,-0.13695411101247926,-0.13695412159642562,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-1.2511502873545277,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
6088,-0.7064568058218298,-1.4147552242180947,3.4266493727090044,-0.5062429864268062,0,-0.48902126678141916,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.609013398,0.852618758,0.260995304,0.5222448575711934,0.5222448458785255,-1.0993661520371172,0.0,2.2930556700546667,0,2,1.4035237206484654,0,0,1,1,0,0,1,0,0,0,0,0.0,1,1
6089,-0.6937350521794486,-0.9592180830150435,-0.25525416013212854,0.2745394657160757,0,-0.48902126678141916,2.0,0.2745394657160757,1.0,1.137290632171733,2,0.595592615,0.8338296609999999,0.145083798,0.22926753820067222,0.2292675268542808,-1.0993661520371172,0.0,0.42120524522209296,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
