,INGRESO_BRUTO,EDAD,NRO_PAS_PBK,EMP_REP_TC_SF,EMP_REP_PP_SF,MAX_LINEA_TCSF,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TIPO_FLUJO_TC,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO,TARGET_XF
1174,1.7055189185377309,1.500682479481433,-2.096205926552695,1.8361043700018393,0,1.4931125014378592,4.0,1.4457131439303985,0.875,3.3753156278688516,3,2.887836433,3.800392746,0.083351853,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1
1176,-0.7435905732104018,1.136252766518992,-0.25525416013212854,-0.5062429864268062,2,-0.5055390481832465,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.521512386,1.043024772,0.273967948,-1.2356190586519338,-1.2356190673880108,0.08411257807532314,0.5,-0.20274489638876494,0,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1177,-0.02429574564658125,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,0,-0.47250348537959186,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.330943188,0.772200772,0.046820478,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1178,1.03126597549153,1.2273601947596025,-0.25525416013212854,-0.5062429864268062,0,-0.32384345276314597,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.448028674,0.776583035,0.273185135,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,1,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1179,-0.44755192764039725,0.40739334059411014,-0.25525416013212854,0.2745394657160757,0,-0.49815064456220914,2.0,-0.5062429864268062,0.5,1.137290632171733,1,0.371382046,1.002087683,0.397462349,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1180,0.9879432468715296,-0.5947883700526025,-0.25525416013212854,-0.5062429864268062,0,-0.4477268132768509,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.228310502,1.567732116,0.063444038,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1181,-0.44033147287039714,-1.2325403677368743,-0.25525416013212854,-0.5062429864268062,0,-0.41882069582365306,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.765728477,1.324503311,0.26626349,-1.308863388494564,-1.3088633972539383,-0.310380331962157,0.333333333,0.42120524522209296,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1182,-0.3416519243470623,0.3162859123534999,-0.25525416013212854,0.2745394657160757,1,0.11387775438527799,2.0,0.14440905676533444,0.916666667,1.137290632171733,2,3.070662227,4.2175360710000005,0.113115041,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1185,1.3754409861948689,-0.04814380060894107,-0.25525416013212854,1.8361043700018393,0,1.3696420854592,3.333333333,1.3155827349796574,1.0,3.3753156278688516,4,3.05378719,2.325581395,0.203354794,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,-2.578487291356024,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1186,-0.5579217362675418,-0.5036809418119923,-2.096205926552695,1.0553219178589575,0,-0.4064323597722826,3.0,0.2745394657160757,0.666666667,2.2563031300202923,1,0.964320154,1.012536162,0.395356009,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,0,0.07618671664696883,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1
1187,0.5388997264134274,-0.777003226533823,-0.25525416013212854,0.2745394657160757,1,-0.5096684935337034,2.0,-1.2870254385696882,0.0,1.137290632171733,0,0.142477204,3.932370821,0.362700103,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,-1.4506451796104807,0,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,1,0,0.0,1,1
1189,-0.3643447821956341,-0.41257351357138206,-0.25525416013212854,-0.5062429864268062,0,-0.32466934183323737,1.0,-0.766503803547506,0.666666667,0.018278134323173975,0,1.13386424,2.04778157,0.462143881,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,0,-1.6935959553550264,0,0,0,0,0,0,1,1,0,0,0,0.0,1,1
1190,-0.42176458917611115,0.7718230535565511,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,1.0,-0.7014385994625267,0.75,-1.100734363525385,0,0.0,0.8502024290000001,0.551495619,-1.1623747288093034,-1.162374737522083,0.4786054881128033,0.666666667,2.2930556700546667,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
1191,-0.48468569502896924,-0.9592180830150435,-0.25525416013212854,-0.5062429864268062,0,0.43597449172091074,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,5.334499344,1.093135111,0.143227454,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1194,1.7584689201843984,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,0,0.5185633987300473,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.498127341,0.74906367,0.206761535,-1.1623747288093034,-1.162374737522083,0.4786054881128033,0.666666667,0.42120524522209296,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1195,-0.631845439865162,0.40739334059411014,-0.25525416013212854,1.8361043700018393,0,1.1132035291958309,5.333333333,-0.11585176035536529,0.291666667,3.3753156278688516,1,10.97364174,2.151694459,0.326928358,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1198,1.211777344741533,0.8629304817971614,1.5856976062884378,2.6168868221447212,0,2.5982900006948118,5.0,-0.2459821693061065,0.266666667,4.49432812571741,1,5.315284587,3.94682177,0.597577189,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,1,2,0.29740955064721825,1,0,0,0,1,0,1,0,0,0,0,0.0,1,0
1199,-0.33064932660230023,-0.5947883700526025,1.5856976062884378,-0.5062429864268062,0,1.2288279990086222,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,7.970749542999999,0.987202925,0.460072861,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0
1206,2.5822884263234585,0.1340710558722794,-0.25525416013212854,0.2745394657160757,1,2.547785232280585,2.166666667,0.014278648595375922,0.805555556,1.137290632171733,2,3.370228429,3.792272687,0.630555572,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-1.4506451796104807,1,2,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0
1209,-0.19689899776753628,1.5917899077220434,-0.25525416013212854,-0.5062429864268062,0,0.12213664508619164,1.0,-0.6623994768553826,0.8,0.018278134323173975,1,2.688860435,0.896286812,0.295743671,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1210,1.5071283279524896,0.7718230535565511,3.4266493727090044,-0.5062429864268062,0,-0.31558456206223234,1.166666667,-1.2870254385696882,0.0,0.018278134323173975,0,0.383663366,2.190594059,0.624686306,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0
1211,-0.7054253122832583,0.1340710558722794,-0.25525416013212854,0.2745394657160757,0,-0.23712510040355256,2.5,-0.5062429864268062,0.4166666670000001,1.137290632171733,1,2.462006079,2.1884498480000003,0.088791364,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1218,0.5454325188243799,-0.777003226533823,-0.25525416013212854,-0.5062429864268062,0,0.24602000559989654,1.666666667,-0.8966342124982472,0.25,0.018278134323173975,0,1.873935264,2.366079879,0.4478070770000001,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1221,-0.29420322157277584,-0.04814380060894107,1.5856976062884378,-0.5062429864268062,0,0.2542788963008102,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,3.519887364,4.2238648360000015,0.41150181,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1222,-0.2505366617732514,-0.3214660853307718,-0.25525416013212854,2.6168868221447212,0,0.05193607412842553,5.0,-0.5062429864268062,0.2,4.49432812571741,1,2.543800539,4.245283019,0.382349593,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,0,0,0.29740955064721825,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1223,-0.737745443158497,1.9562196206844844,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.644745326,0.305467732,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,1.6691055284438088,1,0,0.29740955064721825,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0
1224,-0.1742061399189645,-0.6858957982932128,-0.25525416013212854,1.0553219178589575,0,-0.2850266664688518,3.0,-0.376112577476065,0.388888889,2.2563031300202923,1,1.087774295,3.385579937,0.260562211,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1229,2.2188588695667866,0.40739334059411014,-2.096205926552695,1.0553219178589575,1,1.1479288610368923,3.0,0.2745394657160757,0.666666667,2.2563031300202923,2,2.051276847,3.793103448,0.085290705,-1.2356190586519338,-1.2356190673880108,0.08411257807532314,0.5,-0.20274489638876494,1,0,-0.1450361173532806,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
1230,0.9879432468715296,0.49850076883472044,-0.25525416013212854,1.0553219178589575,0,3.2135245010123943,3.0,-0.2459821693061065,0.444444444,2.2563031300202923,3,6.975803653,1.567732116,0.26672414,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1232,0.6499571973996195,-0.5036809418119923,-0.25525416013212854,-0.5062429864268062,0,0.031288847376141384,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.306604618,1.306604618,0.338773214,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1233,1.5851780057043956,0.22517848411288968,-0.25525416013212854,0.2745394657160757,0,0.9975790593830396,1.5,-0.11585176035536529,1.0,1.137290632171733,2,2.287227639,2.973395931,0.287105034,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-1.4506451796104807,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1239,1.8427075591677329,1.2273601947596025,1.5856976062884378,1.0553219178589575,0,0.043677183427511874,3.0,-0.5062429864268062,0.333333333,2.2563031300202923,1,0.8226590109999999,1.899293286,0.247399921,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0
1240,0.6499571973996195,-0.3214660853307718,-0.25525416013212854,0.2745394657160757,0,0.4070683742677129,2.833333333,0.014278648595375922,0.583333333,1.137290632171733,1,2.120995167,2.362627528,0.551021512,-1.308863388494564,-1.3088633972539383,-0.310380331962157,0.333333333,-1.4506451796104807,0,1,0.29740955064721825,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1241,-0.7123019358737347,1.045145338278382,1.5856976062884378,-0.5062429864268062,0,-0.5303157202859875,1.0,-0.766503803547506,0.666666667,0.018278134323173975,0,0.307692308,2.153846154,0.087440622,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-0.20274489638876494,1,1,-1.472373121354777,1,0,0,1,0,0,1,0,0,0,0,0.0,1,0
1242,-0.6792941426394484,0.7718230535565511,-0.25525416013212854,-0.5062429864268062,1,0.31209113120720583,1.5,-0.11585176035536529,1.0,0.018278134323173975,1,6.217315514,2.149912841,0.290678824,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,-1.472373121354777,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1243,-0.20583860843515547,1.136252766518992,1.5856976062884378,0.2745394657160757,0,-0.41882069582365306,2.0,-1.2870254385696882,0.0,1.137290632171733,0,0.5971594579999999,4.228534538,0.227056923,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,0,-2.1360416233555255,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
1244,-0.3787856917356343,0.8629304817971614,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.655105973,0.379661329,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,1.6691055284438088,1,0,0.29740955064721825,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0
1249,0.11289289498342085,0.40739334059411014,-0.25525416013212854,-0.5062429864268062,0,-0.5220568295850738,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.149068323,1.093167702,0.071521342,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0
1252,-0.4561477071284926,-0.04814380060894107,1.5856976062884378,-0.5062429864268062,0,0.1014894183339075,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,3.438818565,1.476793249,0.060922847,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0
1253,-0.524226280674208,1.045145338278382,-0.25525416013212854,0.2745394657160757,0,0.44423338242182436,2.5,0.5348002828367756,0.944444444,1.137290632171733,2,5.662983425,4.23572744,0.543043432,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,1.4035237206484654,1,0,0,0,0,1,0,1,0,0,0,0.0,1,0
1255,0.9879432468715296,-1.0503255112556538,-0.25525416013212854,0.2745394657160757,0,1.8069503480725781,2.0,-0.6363733953775473,0.4166666670000001,1.137290632171733,0,4.383561643999999,3.942161339,0.525799636,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1265,0.5777526496996185,1.136252766518992,3.4266493727090044,0.2745394657160757,0,-0.48902126678141916,2.0,-1.2870254385696882,0.0,1.137290632171733,0,0.185977311,2.101543612,0.394116607,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,1,1,0,1,0,0,0,0,0,0.0,1,0
1266,-0.7552808333142115,-0.9592180830150435,-0.25525416013212854,-0.5062429864268062,0,-0.2825489992585777,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,2.333333333,2.933333333,0.02279154,-1.2356190586519338,-1.2356190673880108,0.08411257807532314,0.5,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
1267,-0.6806694673575437,1.136252766518992,1.5856976062884378,-0.5062429864268062,0,-0.33878130837388853,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.641892836,1.863715783,0.071134324,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,0,0,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0
1279,-0.7435905732104018,0.6807156253159409,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.043024772,0.0,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,0,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
1283,-0.13844769724848777,-1.3236477959774846,1.5856976062884378,0.2745394657160757,0,-0.10911229453939084,2.0,-0.5062429864268062,0.5,1.137290632171733,0,1.700060716,4.250151791,0.241770054,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,0,2,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0
1296,-0.6937350521794486,-1.4147552242180947,-0.25525416013212854,1.0553219178589575,0,-0.4477268132768509,2.166666667,0.4046698746668167,1.0,2.2563031300202923,3,0.8933889220000001,0.8338296609999999,0.456452051,-1.308863388494564,-1.3088633972539383,-0.310380331962157,0.333333333,1.6691055284438088,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1301,0.5894429098034282,-0.8681106547744333,-0.25525416013212854,0.2745394657160757,1,-0.2825489992585777,2.0,-0.5062429864268062,0.5,1.137290632171733,1,0.64683053,3.1602291630000003,0.369688325,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1
1302,1.9953686028763067,0.3162859123534999,-0.25525416013212854,0.2745394657160757,1,0.6549672375463373,2.0,0.2745394657160757,1.0,1.137290632171733,2,1.563326316,1.663157895,0.393899417,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,1,0,0,0,0.0,1,1
1303,-0.7552808333142115,-0.23035865709016157,1.5856976062884378,1.0553219178589575,0,-0.018264496829340574,2.833333333,-1.2870254385696882,0.0,2.2563031300202923,0,4.466666667,4.4,0.145918051,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
1304,0.4061808911172349,0.49850076883472044,-0.25525416013212854,-0.5062429864268062,0,-0.1916186126415183,1.666666667,-0.6363733953775473,0.583333333,0.018278134323173975,1,0.943214432,0.94300943,0.39305281,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
1305,0.32262991449294787,-0.777003226533823,1.5856976062884378,1.0553219178589575,2,0.41119781961816976,3.0,0.14440905676533444,0.611111111,2.2563031300202923,2,2.567421791,3.948220065,0.219395847,-1.2356190586519338,-1.2356190673880108,0.08411257807532314,0.5,-1.4506451796104807,0,2,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
1307,0.8452533073691464,0.49850076883472044,3.4266493727090044,1.8361043700018393,0,0.4194567103190834,4.833333333,1.3155827349796574,0.675,3.3753156278688516,1,1.949634444,3.948009748,0.600668184,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,0,-2.578487291356024,0,0,1,0,1,1,0,0,1,0,0,0.0,1,1
1313,-0.7552808333142115,0.22517848411288968,-0.25525416013212854,-0.5062429864268062,0,-0.5055390481832465,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.533333333,0.8666666670000001,0.210277661,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1317,1.6560072286863015,0.40739334059411014,-0.25525416013212854,-0.5062429864268062,1,0.47231361080493084,1.666666667,-0.5062429864268062,0.666666667,0.018278134323173975,1,1.484787971,0.810525079,0.268958735,-1.308863388494564,-1.3088633972539383,-0.310380331962157,0.333333333,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1
1318,0.8913266854253376,0.49850076883472044,-0.25525416013212854,-0.5062429864268062,1,0.7126473302015183,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,2.472571156,1.574177135,0.200741056,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,1,1,-0.36625895135353,1,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1320,-0.7463412226465923,-1.2325403677368743,-0.25525416013212854,0.2745394657160757,0,-0.3651379062677143,2.0,0.2745394657160757,1.0,1.137290632171733,2,1.638269987,1.834862385,0.109556782,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1321,-0.04286262934086725,1.136252766518992,-0.25525416013212854,1.8361043700018393,2,-0.18648984151625086,4.0,1.1854523268096986,0.791666667,3.3753156278688516,2,1.305459127,1.399776036,0.350270947,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1323,-0.6545382977137337,-1.1414329394962641,1.5856976062884378,0.2745394657160757,0,-0.2825489992585777,1.5,-0.2459821693061065,0.916666667,1.137290632171733,2,1.952035694,0.836586726,0.22582656,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,2.2930556700546667,1,0,0.29740955064721825,0,0,1,0,0,0,1,0,0,0,0,0.0,1,1
1325,-0.7257113518751634,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,0,0.41119781961816976,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,7.503152585,1.008827238,0.317832646,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1326,-0.7463412226465923,-1.4147552242180947,-0.25525416013212854,0.2745394657160757,0,-0.5096684935337034,2.0,-0.2459821693061065,0.666666667,1.137290632171733,1,0.491480996,0.851900393,0.194034722,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,2.2930556700546667,0,2,-1.472373121354777,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1327,-0.7257113518751634,-0.6858957982932128,-0.25525416013212854,-0.5062429864268062,0,-0.5303157202859875,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.315258512,1.008827238,0.28257932,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1328,1.7055189185377309,-0.5036809418119923,-0.25525416013212854,1.8361043700018393,1,0.7085178848510615,4.333333333,1.0553219178589575,0.683333333,3.3753156278688516,2,1.790458588,3.800392746,0.4478070770000001,-1.3821077183371944,-1.3821077266804,-0.7048732419996371,0.166666667,-0.20274489638876494,0,2,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1329,-0.7552808333142115,-1.2325403677368743,-0.25525416013212854,-0.5062429864268062,0,-0.2660312178567504,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,2.466666667,0.8666666670000001,0.421053314,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1330,-0.7552808333142115,-1.4147552242180947,-0.25525416013212854,0.2745394657160757,1,-0.5055390481832465,1.666666667,-0.766503803547506,0.333333333,1.137290632171733,1,0.533333333,0.8666666670000001,0.500313334,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,0.42120524522209296,0,2,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
1331,0.10429711549532548,-1.0503255112556538,-0.25525416013212854,-0.5062429864268062,0,0.7745890104583708,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,4.075,1.975,0.182412795,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,1,0,0.07618671664696883,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
1333,-0.44033147287039714,0.04296362763166917,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.993377483,0.17560086,-1.308863388494564,-1.3088633972539383,-0.310380331962157,0.333333333,-0.20274489638876494,0,1,-0.5874817853537794,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
1335,1.8427075591677329,1.2273601947596025,-0.25525416013212854,1.8361043700018393,0,1.6991024497437672,4.0,0.2745394657160757,0.5,3.3753156278688516,2,3.0360159010000003,2.650176678,0.458377189,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-1.4506451796104807,1,2,0.29740955064721825,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1
1337,-0.7315564819270683,0.22517848411288968,-0.25525416013212854,-1.2870254385696882,1,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.08349267,0.160654925,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-1.4506451796104807,1,0,-0.5874817853537794,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
1338,-0.7277743389523064,0.3162859123534999,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.012658228,0.370931091,0.15602320835804193,0.1560233437699898,-1.0993661520371172,0.0,-0.20274489638876494,0,1,-0.36625895135353,0,0,0,1,0,0,0,1,0,0,0,0.0,1,1
1339,-0.631845439865162,0.5896081970753306,-0.25525416013212854,0.2745394657160757,2,-0.4064323597722826,1.5,-0.8966342124982472,0.25,1.137290632171733,1,1.07584723,4.35718128,0.388221478,-1.0891303989666732,-1.0891304080956212,0.8730983981502833,0.833333333,-1.4506451796104807,0,2,-2.578487291356024,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1
1341,0.14486919467913564,1.5917899077220434,-2.096205926552695,-0.5062429864268062,0,-0.33210234346405965,1.0,-1.156895029618947,0.166666667,0.018278134323173975,1,0.704225352,3.933948519,0.334048739,-1.0158860691240428,-1.0158860782296937,1.2675913081877634,1.0,-1.4506451796104807,1,0,0.29740955064721825,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1
