MES_CORTE,ID,LINEA_TC,TIPO_FLUJO_TC,INGRESO_BRUTO,EDAD,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,NRO_PAS_PBK,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO,EMP_REP_TC_SF,EMP_REP_PP_SF,EMP_REP_CONV_SF,EMP_REP_VEH_SF,EMP_REP_HIP_SF,SALDO_TC_SF,SALDO_PP_SF,SALDO_CONV_SF,SALDO_VEH_SF,SALDO_HIP_SF,SALDO_TCSF_UU6,MAX_SALDO_TCSF_U6,MIN_SALDO_TCSF_U6,MAX_LINEA_TCSF,MIN_LINEA_TCSF,LINEA_TOT_TCSF,MAX_SALTC_SF_UM,MIN_SALTC_SF_UM,SALDO_SF_UM,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,IND_DEU_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,RECENCIA_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TARGET_XF
201601,87692595,11300,FAST1,2678,29,F,DEPENDIENTE,CAJAMARCA,0,0,0,1,0,0,1,2,0,0,0,0,0.0,1,1,0,0,0,0,900.0,0.0,0.0,0.0,0.0,761.9266667,761.9266667,761.9266667,8400.0,8400.0,8400.0,900.0,900.0,900.0,1.0,0.666666667,0.666666667,1,1,3.1366691560000004,4.219566841000002,0.336071695,0.543352111,5.0,0.833333333,1.0,5,0.833333333,1
201601,21237847,2400,FAST1,4722,39,M,MIXTO,LIMA,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1,0,0,0,0,795.67,0.0,0.0,0.0,0.0,1137.45,1137.45,1137.45,4163.06,4163.06,4163.06,795.67,795.67,795.67,1.0,1.0,1.0,1,1,0.881630665,0.508259212,0.168502753,0.195704129,,,,0,0.0,1
201601,12379183,10000,FAST1,16470,56,M,INDEPENDIENTE,CUSCO,1,0,0,0,0,0,1,1,1,0,0,0,0.0,1,1,0,0,0,0,1741.69,6858.2,0.0,0.0,0.0,1282.64,1282.64,1282.64,2000.0,2000.0,2000.0,1741.69,1741.69,1741.69,1.0,1.0,1.0,1,1,0.121432908,0.607164542,0.522154827,0.397655487,,,,0,0.0,1
201601,36205559,1200,FAST1,0,47,F,INDEPENDIENTE,LA LIBERTAD,0,0,0,0,1,0,1,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.181446292,,,,0,0.0,1
201601,87464373,1000,REG1,1360,30,F,INDEPENDIENTE,CAJAMARCA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.735294118,0.0,0.191321429,5.0,0.833333333,1.0,5,0.833333333,1
201601,88766335,2200,FAST1,2176,28,M,MIXTO,UCAYALI,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,2,0,0,0,0,586.27,0.0,0.0,0.0,0.0,981.6333333,981.6333333,981.6333333,1500.0,1000.0,2500.0,546.57,39.7,586.27,2.0,1.5,0.75,2,2,0.689338235,1.011029412,0.26942555100000004,0.29519436600000004,,,,0,0.0,1
201601,15879075,1500,REG1,1710,58,M,INDEPENDIENTE,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8771929820000001,0.0,0.278124699,4.0,0.666666667,1.0,4,0.666666667,1
201601,120188281,6000,FAST1,6979,25,M,DEPENDIENTE,LIMA,0,0,0,0,0,1,0,1,0,0,1,0,0.0,1,1,0,0,0,0,1590.4,0.0,0.0,30495.01,0.0,2041.468333,2041.468333,2041.468333,6000.0,6000.0,6000.0,1590.4,1590.4,1590.4,1.0,1.0,1.0,1,1,0.859722023,0.859722023,4.597422267,0.428162436,,,,0,0.0,1
201601,88042641,1300,REG1,1500,29,M,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,3,0,0,0,0,1768.31,0.0,0.0,0.0,0.0,2322.937778,2447.893333,2073.026667,3483.0,900.0,5283.0,1105.98,19.5,1768.31,2.5,2.333333333,0.944444444,3,3,2.322,0.8666666670000001,1.178873333,0.250997958,1.0,0.166666667,6.0,1,0.166666667,1
201601,51425317,26600,FAST1,8753,50,M,DEPENDIENTE,CALLAO,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,4999.0,0.0,0.0,0.0,0.0,7665.65,7665.65,7665.65,15000.0,15000.0,15000.0,4999.0,4999.0,4999.0,1.0,1.0,1.0,1,1,1.713698161,3.038958072,0.5711184739999999,0.35500149200000003,3.0,0.5,2.0,3,0.5,1
201601,91218749,1500,REG2,1764,26,M,MIXTO,CUSCO,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,2,0,0,0,0.0,5592.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8503401359999999,3.170164399,0.187292177,4.0,0.666666667,1.0,4,0.666666667,1
201601,19377781,13200,FAST1,3109,44,M,DEPENDIENTE,LIMA,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,3,0,0,0,0,2975.83,7184.7,0.0,0.0,0.0,1171.855,1171.855,1171.855,7300.0,870.0,12920.0,2975.83,0.0,2975.83,3.0,0.666666667,0.222222222,3,1,2.348021872,4.245738179,3.268102284,0.406805787,6.0,1.0,1.0,6,1.0,1
201601,14019729,2900,FAST1,2470,55,F,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,3,0,0,0,0,650.0,0.0,0.0,0.0,0.0,1118.1025,2014.98,819.1433333,2000.0,1000.0,4000.0,650.0,0.0,650.0,3.166666667,1.0,0.305555556,3,1,0.809716599,1.174089069,0.263157895,0.451322147,,,,0,0.0,1
201601,19035545,2100,REG1,2470,51,F,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,1,0,0,0,3539.79,1760.55,0.0,0.0,0.0,3089.896667,3408.616667,2771.176667,2300.0,1600.0,3900.0,2232.57,1307.22,3539.79,1.5,1.5,1.0,2,2,0.931174089,0.8502024290000001,2.14588664,0.208360593,1.0,0.166666667,6.0,1,0.166666667,1
201601,91266041,1300,FAST2,1500,27,F,INDEPENDIENTE,ICA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,332.49,332.49,332.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.8666666670000001,0.0,0.141689578,2.0,0.333333333,2.0,2,0.333333333,1
201601,15437847,1000,REG1,1207,49,F,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8285004140000001,0.0,0.288904816,6.0,1.0,1.0,6,1.0,1
201601,16346363,2000,REG1,2395,42,M,INDEPENDIENTE,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1,1,0,0,0,0,350.01,0.0,0.0,0.0,0.0,589.9,589.9,589.9,800.0,800.0,800.0,350.01,350.01,350.01,1.0,1.0,1.0,1,1,0.334029228,0.8350730690000001,0.146141962,0.225273432,1.0,0.166666667,6.0,1,0.166666667,1
201601,51325671,5900,FAST1,2783,59,F,MIXTO,CALLAO,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,2,1,0,0,0,5807.02,1950.96,0.0,0.0,0.0,5394.0333329999985,5394.0333329999985,5394.0333329999985,10500.0,4700.0,15200.0,3749.74,2057.28,5807.02,2.0,2.0,1.0,2,2,3.772906935,2.120014373,2.787632052,0.30219901600000004,1.0,0.166666667,6.0,1,0.166666667,1
201601,160453505,1200,FAST1,1396,36,M,INDEPENDIENTE,TUMBES,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.859598854,0.0,0.361906088,5.0,0.833333333,2.0,5,0.833333333,1
201601,42897889,24400,100APRO,0,51,F,MIXTO,ICA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.201659883,1.0,0.166666667,6.0,1,0.166666667,1
201601,94807007,1108,REG1,0,25,F,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.114805556,1.0,0.166666667,6.0,1,0.166666667,1
201601,4849765,1000,REG1,1360,47,M,INDEPENDIENTE,LIMA,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.735294118,0.0,0.109501157,1.0,0.166666667,6.0,1,0.166666667,1
201601,59438491,7300,FAST1,1673,43,M,DEPENDIENTE,AREQUIPA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,3,0,1,0,0,1038.25,0.0,4949.35,0.0,0.0,1456.998333,1456.998333,1456.998333,26600.0,700.0,29300.0,538.25,0.0,1038.25,3.0,2.0,0.666666667,3,2,15.89958159,4.363419008,3.578959952,0.029637015,3.0,0.5,1.0,3,0.5,1
201601,91187065,7500,FAST1,3626,27,F,INDEPENDIENTE,ICA,0,0,0,0,0,0,1,1,1,0,0,0,0.0,1,1,0,0,0,1,5388.58,3779.09,0.0,0.0,74567.4,9026.413333,10405.18,7647.646667,6800.0,6800.0,6800.0,5388.58,5388.58,5388.58,1.333333333,1.333333333,1.0,1,1,1.875344732,2.068394926,23.09295918,0.308304763,1.0,0.166666667,1.0,1,0.166666667,1
201601,17492135,3400,FAST1,1584,68,F,INDEPENDIENTE,LIMA,0,0,0,0,1,1,0,2,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43.19,43.19,43.19,2000.0,2000.0,2000.0,0.0,0.0,0.0,1.0,0.333333333,0.333333333,1,0,1.262626263,2.146464646,0.0,0.278305996,5.0,0.833333333,1.0,5,0.833333333,1
201601,88914273,1300,REG1,1502,28,M,DEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,0,0,0,0,200.0,0.0,0.0,0.0,0.0,411.2408333,422.9816667,399.5,1000.0,500.0,1500.0,200.0,0.0,200.0,1.333333333,1.0,0.833333333,2,1,0.665778961,0.86551265,0.133155792,0.451627778,1.0,0.166666667,6.0,1,0.166666667,1
201601,87282141,16400,FAST1,5206,55,M,MIXTO,UCAYALI,0,0,0,0,0,0,1,1,0,1,0,0,0.0,1,3,0,0,0,0,12183.38,0.0,12880.15,0.0,0.0,7144.478889,12183.38,4625.028333,7500.0,1300.0,14400.0,7082.35,205.9,12183.38,2.166666667,1.5,0.666666667,3,3,1.440645409,3.150211295,4.814354591,0.090827705,2.0,0.333333333,1.0,2,0.333333333,1
201601,86724999,1703,REG1,0,30,M,DEPENDIENTE,LIMA,1,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.18809318,,,,0,0.0,1
201601,92106713,1500,FAST1,1500,26,F,MIXTO,LIMA,0,0,1,0,0,0,1,2,0,0,0,0,0.0,1,1,0,0,0,0,71.47,0.0,0.0,0.0,0.0,150.03666669999996,150.03666669999996,150.03666669999996,1500.0,1500.0,1500.0,71.47,71.47,71.47,1.0,0.666666667,0.666666667,1,1,1.0,1.0,0.047646667,0.454849175,6.0,1.0,1.0,6,1.0,1
201601,91432373,2200,FAST1,2176,26,M,INDEPENDIENTE,SAN MARTIN,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,1,0,0,0,1801.99,7285.86,0.0,0.0,0.0,626.6033332999998,626.6033332999998,626.6033332999998,2500.0,2500.0,2500.0,1801.99,1801.99,1801.99,1.0,0.833333333,0.833333333,1,1,1.148897059,1.011029412,4.176401654,0.29906977100000004,6.0,1.0,1.0,6,1.0,1
201601,81056089,4500,REG1,5669,37,M,DEPENDIENTE,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.793790792,0.0,0.216716988,1.0,0.166666667,6.0,1,0.166666667,1
201601,36423345,2100,REG1,2560,42,F,DEPENDIENTE,LAMBAYEQUE,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,1,0,0,0,0.0,173.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8203125,0.067894531,0.325972031,5.0,0.833333333,1.0,5,0.833333333,1
201601,82332597,3900,REG1,4981,34,F,MIXTO,JUNIN,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,1,0,0,0,0.0,25727.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.782975306,5.165029111,0.217031298,,,,0,0.0,1
201601,89245443,13200,FAST1,3294,28,M,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2092.98,2092.98,2092.98,9500.0,9500.0,9500.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,2.884031573,4.007285974,0.0,0.423635434,6.0,1.0,1.0,6,1.0,1
201601,95448305,1400,REG2,1679,24,F,INDEPENDIENTE,CUSCO,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,1,0,0,0,0.0,1565.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8338296609999999,0.932293032,0.166826013,,,,0,0.0,1
201601,20528561,1500,REG1,1738,40,F,INDEPENDIENTE,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,0,0,0,0,6373.58,0.0,0.0,0.0,0.0,4481.465,4481.465,4481.465,5430.61,1400.0,6830.61,5011.75,1361.83,6373.58,2.0,1.833333333,0.916666667,2,2,3.1246317610000003,0.86306099,3.667192175,0.229137045,,,,0,0.0,1
201601,86491871,1000,REG1,0,30,F,MIXTO,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.137255174,,,,0,0.0,1
201601,91969673,700,FAST,0,26,F,INDEPENDIENTE,AREQUIPA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.395105614,6.0,1.0,1.0,6,1.0,1
201601,91657381,1000,REG1,1454,26,F,DEPENDIENTE,LA LIBERTAD,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,1,1,0,0,0,383.11,420.75,0.0,0.0,0.0,662.9,662.9,662.9,800.0,800.0,800.0,383.11,383.11,383.11,1.0,1.0,1.0,1,1,0.550206327,0.6877579090000001,0.552861073,0.318973298,2.0,0.333333333,5.0,2,0.333333333,1
201601,1898421,4800,100APRO,4073,40,F,MIXTO,SAN MARTIN,0,0,0,0,0,1,0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,21318.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.00024551900000000003,1.178492512,5.234149276,0.35591437200000003,,,,0,0.0,1
201601,94680507,1100,FAST1,1327,24,F,INDEPENDIENTE,LORETO,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1,0,0,0,0,1345.59,0.0,0.0,0.0,0.0,258.075,258.075,258.075,3900.0,3900.0,3900.0,1345.59,1345.59,1345.59,1.0,0.666666667,0.666666667,1,1,2.93896006,0.828937453,1.014009043,0.246589156,6.0,1.0,1.0,6,1.0,1
201601,145944327,8800,FAST1,5587,22,M,MIXTO,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,2156.38,0.0,0.0,0.0,0.0,1341.603333,1341.603333,1341.603333,9900.0,9900.0,9900.0,2156.38,2156.38,2156.38,1.0,0.833333333,0.833333333,1,1,1.771970646,1.575085019,0.385963845,0.218030871,6.0,1.0,1.0,6,1.0,1
201601,82994201,2400,FAST1,0,34,F,INDEPENDIENTE,JUNIN,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.335544488,1.0,0.166666667,4.0,1,0.166666667,1
201601,19352531,1500,REG2,2151,41,M,DEPENDIENTE,LIMA,0,0,1,0,0,1,0,2,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.69735007,0.0,0.21701623,6.0,1.0,1.0,6,1.0,1
201601,33599997,1000,REG1,0,39,F,INDEPENDIENTE,LAMBAYEQUE,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,1,0,0,0,0.0,1326.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.171090193,,,,0,0.0,1
201601,20122197,1000,REG1,1460,65,M,MIXTO,LIMA,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.684931507,0.0,0.105231651,,,,0,0.0,1
201601,86043731,1500,FAST1,1422,30,M,MIXTO,LA LIBERTAD,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,292.47,0.0,0.0,0.0,0.0,337.9933333,337.9933333,337.9933333,600.0,600.0,600.0,292.47,292.47,292.47,1.0,1.0,1.0,1,1,0.421940928,1.054852321,0.205675105,0.259666471,,,,0,0.0,1
201601,81247233,5500,FAST1,6017,35,M,MIXTO,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,1,0,1,0,100.99,20600.0,0.0,124006.4212,0.0,4544.365,4544.365,4544.365,5500.0,600.0,6100.0,100.99,0.0,100.99,2.0,1.0,0.5,2,1,0.914076782,0.914076782,24.04976088,0.149795785,1.0,0.166666667,6.0,1,0.166666667,1
201601,92465535,3100,FAST1,3998,26,M,DEPENDIENTE,LIMA,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0,0,1,0,1,0.0,0.0,5687.25,0.0,89272.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.7753876940000001,23.75190095,0.506036155,2.0,0.333333333,5.0,2,0.333333333,1
201601,16002983,4700,100APRO,4007,51,M,MIXTO,LIMA,0,0,0,0,1,0,1,2,0,0,0,0,0.0,1,1,0,1,0,0,0.04,0.0,10326.48,0.0,0.0,0.006666666999999999,0.006666666999999999,0.006666666999999999,4900.0,4900.0,4900.0,0.04,0.04,0.04,1.0,0.166666667,0.166666667,1,1,1.222859995,1.172947342,2.57712004,0.30428994600000003,1.0,0.166666667,6.0,1,0.166666667,1
201601,83456775,1200,FAST1,1396,33,F,INDEPENDIENTE,ICA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0,0,0,0,59.5,0.0,0.0,0.0,0.0,59.5,59.5,59.5,400.0,400.0,400.0,59.5,59.5,59.5,1.0,1.0,1.0,1,1,0.28653295100000004,0.859598854,0.042621777,0.323646525,1.0,0.166666667,6.0,1,0.166666667,1
201601,40146383,2800,FAST1,1669,41,M,INDEPENDIENTE,JUNIN,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,2,0,0,0,1403.42,7745.27,0.0,0.0,0.0,846.1791667000001,1015.415,676.9433333,2500.0,1007.61,3507.61,935.37,468.05,1403.42,1.666666667,1.166666667,0.583333333,2,2,1.497902936,1.677651288,5.4815398439999985,0.344201941,2.0,0.333333333,1.0,2,0.333333333,1
201601,94213471,21700,FAST1,5500,24,M,MIXTO,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19.62833333,19.62833333,19.62833333,18916.2,11104.0,30020.2,0.0,0.0,0.0,2.0,0.333333333,0.166666667,2,0,3.439309091,3.945454545,0.0,0.615456504,5.0,0.833333333,1.0,5,0.833333333,1
201601,16977917,1500,REG1,1710,50,M,INDEPENDIENTE,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8771929820000001,0.0,0.385797475,6.0,1.0,1.0,6,1.0,1
201601,66520047,1000,FAST1,1172,43,F,INDEPENDIENTE,ANCASH,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.853242321,0.0,0.334857307,1.0,0.166666667,6.0,1,0.166666667,1
201601,51120787,17600,FAST1,4474,47,F,MIXTO,LIMA,0,0,1,0,0,0,1,2,0,0,0,0,0.0,1,3,1,1,0,0,995.02,11894.63,27206.46,0.0,0.0,816.465,995.02,459.355,9990.0,600.0,12590.0,695.96,0.0,995.02,1.5,1.25,0.916666667,3,2,2.232901207,3.933839964,8.962027269,0.4478070770000001,,,,0,0.0,1
201601,19447523,15700,100APRO,0,49,M,MIXTO,LIMA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.388676412,6.0,1.0,1.0,6,1.0,1
201601,86137527,1000,FAST1,1178,30,M,INDEPENDIENTE,CAJAMARCA,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,2,0,0,0,588.58,1023.82,0.0,0.0,0.0,476.165,476.165,476.165,1000.0,1000.0,1000.0,588.58,588.58,588.58,1.0,1.0,1.0,1,1,0.848896435,0.848896435,1.368760611,0.398468564,,,,0,0.0,1
201601,85662791,3300,FAST1,1132,31,M,INDEPENDIENTE,PIURA,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.9151943460000003,0.0,0.269581601,6.0,1.0,1.0,6,1.0,1
201601,88057219,4300,FAST2,5467,29,M,MIXTO,LIMA,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,98495.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.786537406,18.01641119,0.341834601,6.0,1.0,1.0,6,1.0,1
201601,35660293,3600,FAST1,1526,67,F,INDEPENDIENTE,LA LIBERTAD,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,4,0,0,0,0,5913.51,0.0,0.0,0.0,0.0,8724.251667,8724.251667,8724.251667,10193.64,500.0,14193.64,4537.77,0.0,5913.51,4.0,2.833333333,0.708333333,4,2,6.679973788,2.359108781,3.87517038,0.36308732,1.0,0.166666667,2.0,1,0.166666667,1
201601,88734179,1000,REG1,1269,29,F,INDEPENDIENTE,ANCASH,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,2,0,0,0,827.11,2217.37,0.0,0.0,0.0,1270.705,1270.705,1270.705,1636.54,1636.54,1636.54,827.11,827.11,827.11,1.0,1.0,1.0,1,1,1.28962963,0.788022065,2.399117415,0.218341002,,,,0,0.0,1
201601,86967709,1200,FAST1,1396,30,M,INDEPENDIENTE,LAMBAYEQUE,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.859598854,0.0,0.048129258,6.0,1.0,1.0,6,1.0,1
201601,59391343,2500,REG1,2854,38,M,DEPENDIENTE,AREQUIPA,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.87596356,0.0,0.287032736,,,,0,0.0,1
201601,83288617,1500,REG2,2130,36,F,MIXTO,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0.0,3941.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.704225352,1.850342723,0.393706853,,,,0,0.0,1
201601,13341311,33600,100APRO,12502,41,M,MIXTO,LIMA,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1,1,1,0,0,0,857.59,41360.29,0.0,0.0,0.0,1655.635,1655.635,1655.635,76900.0,76900.0,76900.0,857.59,857.59,857.59,1.0,1.0,1.0,1,1,6.151015837,2.6875699889999995,3.376890098,0.407397728,,,,0,0.0,1
201601,83140137,16400,FAST1,5206,33,F,MIXTO,LIMA,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,2,0,1,0,0,3024.5,1917.66,30867.89,0.0,0.0,3706.723333,3706.723333,3706.723333,4250.0,950.0,5200.0,2850.84,173.66,3024.5,2.0,1.833333333,0.916666667,2,2,0.8163657320000001,3.150211295,6.878611218,0.35829404,,,,0,0.0,1
