ID,INGRESO_BRUTO,EDAD,NRO_PAS_PBK,EMP_REP_TC_SF,EMP_REP_PP_SF,MAX_LINEA_TCSF,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TIPO_FLUJO_TC,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO
7121349,0.43265589194056864,1.5917899077220434,-0.25525416013212854,1.0553219178589575,0,0.5846345243373566,3.0,1.0553219178589575,1.0,2.2563031300202923,3,2.82542886,3.935418769,0.483587807,1.7673984648959085,1.7673984509624998,1.2675913081877634,1.0,-0.20274489638876494,1,0,1.4035237206484654,0,0,0,0,0,0,1,0,0,0,0,0.0,1
160492133,1.9953686028763067,-0.23035865709016157,-2.096205926552695,0.2745394657160757,0,0.1551722078898463,2.0,-0.5062429864268062,0.5,1.137290632171733,1,0.926315789,1.894736842,0.23662725,-1.0891303989666732,-1.0891304080956212,-1.0993661520371172,0.0,-1.4506451796104807,0,1,0.29740955064721825,0,0,0,0,0,0,0,0,0,0,1,0.0,1
58949555,0.15449646770580244,0.9540379100377716,-0.25525416013212854,0.2745394657160757,0,-0.21576430549470943,2.5,-1.2870254385696882,0.0,1.137290632171733,0,1.039228172,1.953690304,0.146251745,0.8152221769417146,0.8152221649027702,1.2675913081877634,1.0,-0.20274489638876494,0,1,-2.1360416233555255,0,0,0,0,0,0,1,0,0,0,0,0.0,1
17364941,5.311276498203977,0.7718230535565511,1.5856976062884378,1.0553219178589575,0,6.186227142232046,3.0,-0.6363733953775473,0.277777778,2.2563031300202923,1,4.2741851230000005,1.697659841,0.177863572,2.0603757842664296,2.0603757699867447,0.8730983981502833,0.833333333,-1.4506451796104807,0,2,0.29740955064721825,0,0,0,1,0,0,1,0,0,0,0,0.0,1
81475885,0.11289289498342085,-0.3214660853307718,-0.25525416013212854,1.0553219178589575,0,0.6920001034492341,3.166666667,0.014278648595375922,0.5277777779999999,2.2563031300202923,2,3.801242236,1.962732919,0.0,1.2546881559974965,1.2546881432194044,0.8730983981502833,0.833333333,-1.4506451796104807,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1
16119345,1.746090997721541,1.5917899077220434,1.5856976062884378,1.8361043700018393,0,1.1957924362049674,3.166666667,-0.766503803547506,0.208333333,3.3753156278688516,1,2.438746439,3.794871795,0.507173422,1.0349551664696055,1.0349551540610873,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1
36246949,0.6685240810939056,0.40739334059411014,1.5856976062884378,3.3976692742876033,0,1.6582903154561324,6.0,0.4046698746668167,0.361111111,5.6133406235659695,2,4.786385393,2.35773799,0.162576701,1.3279324858401267,1.3279324726458657,1.2675913081877634,1.0,-1.4506451796104807,0,2,0.29740955064721825,0,0,0,0,1,0,0,0,0,0,0,0.0,1
16278903,1.592054629294872,0.5896081970753306,-0.25525416013212854,3.3976692742876033,1,-0.20839737498949448,6.0,1.0553219178589575,0.5,5.6133406235659695,3,0.528142188,1.128857932,0.310755628,0.44900052772856314,0.4490005160125976,-0.310380331962157,0.333333333,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1
18766435,0.9879432468715296,2.138434477165705,-0.25525416013212854,1.0553219178589575,0,2.727403716689406,3.0,-0.766503803547506,0.222222222,2.2563031300202923,1,6.0799086760000005,2.359208524,0.5015536039999999,1.181443826154866,1.1814438133534766,1.2675913081877634,1.0,-0.20274489638876494,1,2,0.29740955064721825,1,0,0,0,0,0,1,0,0,0,0,0.0,1
21760501,1.03126597549153,-0.13925122884955132,-2.096205926552695,0.2745394657160757,0,-0.18344231084761375,2.166666667,-1.2870254385696882,0.0,1.137290632171733,0,0.7019115890000001,2.359617682,0.331565143,-0.21019844085510955,-0.21019845146235322,0.08411257807532314,0.5,-1.4506451796104807,1,2,0.29740955064721825,0,0,0,0,0,0,0,1,0,0,0,0.0,1
